date,blood_group,units_demanded
2010-07-01,O,401
2010-07-02,A,224
2010-07-02,AB,58
2010-07-02,B,200
2010-07-02,O,372
2010-07-03,A,212
2010-07-03,AB,37
2010-07-03,B,180
2010-07-03,O,329
2010-07-04,A,201
2010-07-04,AB,46
2010-07-04,B,189
2010-07-04,O,375
2010-07-05,A,237
2010-07-05,AB,64
2010-07-05,B,238
2010-07-05,O,668
2010-07-06,A,215
2010-07-06,AB,65
2010-07-06,B,225
2010-07-06,O,382
2010-07-07,A,248
2010-07-07,AB,66
2010-07-07,B,207
2010-07-07,O,408
2010-07-08,A,231
2010-07-08,AB,67
2010-07-08,B,217
2010-07-08,O,426
2010-07-09,A,225
2010-07-09,AB,63
2010-07-09,B,255
2010-07-09,O,363
2010-07-10,A,228
2010-07-10,AB,51
2010-07-10,B,211
2010-07-10,O,383
2010-07-11,A,448
2010-07-11,AB,47
2010-07-11,B,206
2010-07-11,O,360
2010-07-12,A,267
2010-07-12,AB,63
2010-07-12,B,227
2010-07-12,O,441
2010-07-13,A,279
2010-07-13,AB,71
2010-07-13,B,213
2010-07-13,O,389
2010-07-14,A,247
2010-07-14,AB,47
2010-07-14,B,233
2010-07-14,O,421
2010-07-15,A,256
2010-07-15,AB,68
2010-07-15,B,247
2010-07-15,O,432
2010-07-16,A,236
2010-07-16,AB,50
2010-07-16,B,238
2010-07-16,O,434
2010-07-17,A,265
2010-07-17,AB,59
2010-07-17,B,234
2010-07-17,O,411
2010-07-18,A,246
2010-07-18,AB,61
2010-07-18,B,234
2010-07-18,O,415
2010-07-19,A,251
2010-07-19,AB,82
2010-07-19,B,231
2010-07-19,O,464
2010-07-20,A,277
2010-07-20,AB,69
2010-07-20,B,260
2010-07-20,O,418
2010-07-21,A,253
2010-07-21,AB,59
2010-07-21,B,267
2010-07-21,O,455
2010-07-22,A,292
2010-07-22,AB,78
2010-07-22,B,277
2010-07-22,O,456
2010-07-23,A,250
2010-07-23,AB,71
2010-07-23,B,276
2010-07-23,O,461
2010-07-24,A,281
2010-07-24,AB,64
2010-07-24,B,247
2010-07-24,O,462
2010-07-25,A,269
2010-07-25,AB,72
2010-07-25,B,270
2010-07-25,O,429
2010-07-26,A,274
2010-07-26,AB,88
2010-07-26,B,299
2010-07-26,O,432
2010-07-27,A,267
2010-07-27,AB,77
2010-07-27,B,267
2010-07-27,O,461
2010-07-28,A,288
2010-07-28,AB,67
2010-07-28,B,311
2010-07-28,O,471
2010-07-29,A,294
2010-07-29,AB,74
2010-07-29,B,321
2010-07-29,O,488
2010-07-30,A,260
2010-07-30,AB,68
2010-07-30,B,276
2010-07-30,O,489
2010-07-31,A,278
2010-07-31,AB,90
2010-07-31,B,303
2010-07-31,O,485
2010-08-01,A,324
2010-08-01,AB,80
2010-08-01,B,302
2010-08-01,O,497
2010-08-02,A,292
2010-08-02,AB,78
2010-08-02,B,303
2010-08-02,O,521
2010-08-03,A,328
2010-08-03,AB,99
2010-08-03,B,386
2010-08-03,O,522
2010-08-04,A,347
2010-08-04,AB,86
2010-08-04,B,394
2010-08-04,O,551
2010-08-05,A,318
2010-08-05,AB,89
2010-08-05,B,384
2010-08-05,O,620
2010-08-06,A,329
2010-08-06,AB,111
2010-08-06,B,331
2010-08-06,O,595
2010-08-07,A,356
2010-08-07,AB,103
2010-08-07,B,341
2010-08-07,O,571
2010-08-08,A,323
2010-08-08,AB,92
2010-08-08,B,363
2010-08-08,O,560
2010-08-09,A,411
2010-08-09,AB,108
2010-08-09,B,451
2010-08-09,O,636
2010-08-10,A,407
2010-08-10,AB,124
2010-08-10,B,393
2010-08-10,O,625
2010-08-11,A,387
2010-08-11,AB,100
2010-08-11,B,382
2010-08-11,O,638
2010-08-12,A,382
2010-08-12,AB,110
2010-08-12,B,420
2010-08-12,O,638
2010-08-13,A,374
2010-08-13,AB,105
2010-08-13,B,380
2010-08-13,O,615
2010-08-14,A,303
2010-08-14,AB,79
2010-08-14,B,348
2010-08-14,O,569
2010-08-15,A,321
2010-08-15,AB,85
2010-08-15,B,341
2010-08-15,O,562
2010-08-16,A,364
2010-08-16,AB,97
2010-08-16,B,374
2010-08-16,O,575
2010-08-17,A,333
2010-08-17,AB,88
2010-08-17,B,346
2010-08-17,O,577
2010-08-18,A,326
2010-08-18,AB,80
2010-08-18,B,359
2010-08-18,O,575
2010-08-19,A,364
2010-08-19,AB,91
2010-08-19,B,369
2010-08-19,O,615
2010-08-20,A,313
2010-08-20,AB,83
2010-08-20,B,354
2010-08-20,O,533
2010-08-21,A,330
2010-08-21,AB,68
2010-08-21,B,337
2010-08-21,O,492
2010-08-22,A,333
2010-08-22,AB,83
2010-08-22,B,344
2010-08-22,O,494
2010-08-23,A,309
2010-08-23,AB,75
2010-08-23,B,349
2010-08-23,O,583
2010-08-24,A,332
2010-08-24,AB,101
2010-08-24,B,359
2010-08-24,O,576
2010-08-25,A,336
2010-08-25,AB,89
2010-08-25,B,344
2010-08-25,O,521
2010-08-26,A,303
2010-08-26,AB,81
2010-08-26,B,330
2010-08-26,O,533
2010-08-27,A,296
2010-08-27,AB,69
2010-08-27,B,293
2010-08-27,O,496
2010-08-28,A,291
2010-08-28,AB,67
2010-08-28,B,247
2010-08-28,O,427
2010-08-29,A,265
2010-08-29,AB,67
2010-08-29,B,242
2010-08-29,O,456
2010-08-30,A,262
2010-08-30,AB,80
2010-08-30,B,248
2010-08-30,O,432
2010-08-31,A,264
2010-08-31,AB,80
2010-08-31,B,271
2010-08-31,O,467
2010-09-01,A,267
2010-09-01,AB,79
2010-09-01,B,272
2010-09-01,O,428
2010-09-02,A,456
2010-09-02,AB,67
2010-09-02,B,236
2010-09-02,O,452
2010-09-03,A,251
2010-09-03,AB,64
2010-09-03,B,252
2010-09-03,O,411
2010-09-04,A,208
2010-09-04,AB,50
2010-09-04,B,207
2010-09-04,O,342
2010-09-05,A,184
2010-09-05,AB,57
2010-09-05,B,222
2010-09-05,O,387
2010-09-06,A,212
2010-09-06,AB,50
2010-09-06,B,237
2010-09-06,O,377
2010-09-07,A,210
2010-09-07,AB,52
2010-09-07,B,188
2010-09-07,O,356
2010-09-08,A,188
2010-09-08,AB,44
2010-09-08,B,195
2010-09-08,O,314
2010-09-09,A,194
2010-09-09,AB,36
2010-09-09,B,210
2010-09-09,O,311
2010-09-10,A,205
2010-09-10,AB,45
2010-09-10,B,176
2010-09-10,O,325
2010-09-11,A,171
2010-09-11,AB,46
2010-09-11,B,170
2010-09-11,O,265
2010-09-12,A,160
2010-09-12,AB,42
2010-09-12,B,170
2010-09-12,O,256
2010-09-13,A,183
2010-09-13,AB,48
2010-09-13,B,195
2010-09-13,O,301
2010-09-14,A,164
2010-09-14,AB,38
2010-09-14,B,184
2010-09-14,O,292
2010-09-15,A,155
2010-09-15,AB,48
2010-09-15,B,174
2010-09-15,O,288
2010-09-16,A,184
2010-09-16,AB,41
2010-09-16,B,165
2010-09-16,O,299
2010-09-17,A,180
2010-09-17,AB,39
2010-09-17,B,196
2010-09-17,O,278
2010-09-18,A,177
2010-09-18,AB,37
2010-09-18,B,196
2010-09-18,O,330
2010-09-19,A,185
2010-09-19,AB,46
2010-09-19,B,205
2010-09-19,O,331
2010-09-20,A,213
2010-09-20,AB,36
2010-09-20,B,215
2010-09-20,O,338
2010-09-21,A,197
2010-09-21,AB,47
2010-09-21,B,239
2010-09-21,O,344
2010-09-22,A,217
2010-09-22,AB,51
2010-09-22,B,194
2010-09-22,O,369
2010-09-23,A,216
2010-09-23,AB,45
2010-09-23,B,210
2010-09-23,O,350
2010-09-24,A,235
2010-09-24,AB,46
2010-09-24,B,255
2010-09-24,O,353
2010-09-25,A,202
2010-09-25,AB,51
2010-09-25,B,200
2010-09-25,O,340
2010-09-26,A,187
2010-09-26,AB,54
2010-09-26,B,222
2010-09-26,O,331
2010-09-27,A,249
2010-09-27,AB,60
2010-09-27,B,238
2010-09-27,O,365
2010-09-28,A,189
2010-09-28,AB,53
2010-09-28,B,243
2010-09-28,O,371
2010-09-29,A,219
2010-09-29,AB,67
2010-09-29,B,277
2010-09-29,O,396
2010-09-30,A,207
2010-09-30,AB,59
2010-09-30,B,294
2010-09-30,O,360
2010-10-01,A,248
2010-10-01,AB,65
2010-10-01,B,264
2010-10-01,O,394
2010-10-02,A,194
2010-10-02,AB,60
2010-10-02,B,254
2010-10-02,O,345
2010-10-03,A,205
2010-10-03,AB,49
2010-10-03,B,262
2010-10-03,O,391
2010-10-04,A,222
2010-10-04,AB,63
2010-10-04,B,332
2010-10-04,O,420
2010-10-05,A,234
2010-10-05,AB,68
2010-10-05,B,263
2010-10-05,O,394
2010-10-06,A,252
2010-10-06,AB,83
2010-10-06,B,315
2010-10-06,O,439
2010-10-07,A,251
2010-10-07,AB,75
2010-10-07,B,317
2010-10-07,O,421
2010-10-08,A,236
2010-10-08,AB,86
2010-10-08,B,305
2010-10-08,O,440
2010-10-09,A,248
2010-10-09,AB,64
2010-10-09,B,302
2010-10-09,O,419
2010-10-10,A,252
2010-10-10,AB,63
2010-10-10,B,265
2010-10-10,O,1028
2010-10-11,A,294
2010-10-11,AB,86
2010-10-11,B,337
2010-10-11,O,492
2010-10-12,A,303
2010-10-12,AB,79
2010-10-12,B,348
2010-10-12,O,504
2010-10-13,A,287
2010-10-13,AB,95
2010-10-13,B,416
2010-10-13,O,534
2010-10-14,A,300
2010-10-14,AB,102
2010-10-14,B,398
2010-10-14,O,504
2010-10-15,A,260
2010-10-15,AB,98
2010-10-15,B,378
2010-10-15,O,504
2010-10-16,A,299
2010-10-16,AB,79
2010-10-16,B,324
2010-10-16,O,513
2010-10-17,A,255
2010-10-17,AB,88
2010-10-17,B,327
2010-10-17,O,446
2010-10-18,A,286
2010-10-18,AB,81
2010-10-18,B,339
2010-10-18,O,472
2010-10-19,A,300
2010-10-19,AB,90
2010-10-19,B,370
2010-10-19,O,528
2010-10-20,A,298
2010-10-20,AB,79
2010-10-20,B,357
2010-10-20,O,524
2010-10-21,A,296
2010-10-21,AB,86
2010-10-21,B,350
2010-10-21,O,502
2010-10-22,A,312
2010-10-22,AB,69
2010-10-22,B,362
2010-10-22,O,477
2010-10-23,A,273
2010-10-23,AB,88
2010-10-23,B,330
2010-10-23,O,446
2010-10-24,A,270
2010-10-24,AB,76
2010-10-24,B,335
2010-10-24,O,459
2010-10-25,A,289
2010-10-25,AB,80
2010-10-25,B,343
2010-10-25,O,523
2010-10-26,A,279
2010-10-26,AB,76
2010-10-26,B,301
2010-10-26,O,490
2010-10-27,A,327
2010-10-27,AB,84
2010-10-27,B,336
2010-10-27,O,510
2010-10-28,A,282
2010-10-28,AB,82
2010-10-28,B,337
2010-10-28,O,496
2010-10-29,A,308
2010-10-29,AB,81
2010-10-29,B,302
2010-10-29,O,526
2010-10-30,A,271
2010-10-30,AB,68
2010-10-30,B,288
2010-10-30,O,434
2010-10-31,A,267
2010-10-31,AB,77
2010-10-31,B,340
2010-10-31,O,508
2010-11-01,A,268
2010-11-01,AB,85
2010-11-01,B,343
2010-11-01,O,505
2010-11-02,A,317
2010-11-02,AB,90
2010-11-02,B,320
2010-11-02,O,505
2010-11-03,A,273
2010-11-03,AB,91
2010-11-03,B,337
2010-11-03,O,517
2010-11-04,A,246
2010-11-04,AB,90
2010-11-04,B,323
2010-11-04,O,493
2010-11-05,A,753
2010-11-05,AB,67
2010-11-05,B,365
2010-11-05,O,505
2010-11-06,A,256
2010-11-06,AB,83
2010-11-06,B,310
2010-11-06,O,444
2010-11-07,A,273
2010-11-07,AB,74
2010-11-07,B,328
2010-11-07,O,479
2010-11-08,A,310
2010-11-08,AB,78
2010-11-08,B,337
2010-11-08,O,513
2010-11-09,A,276
2010-11-09,AB,63
2010-11-09,B,340
2010-11-09,O,486
2010-11-10,A,288
2010-11-10,AB,81
2010-11-10,B,344
2010-11-10,O,461
2010-11-11,A,285
2010-11-11,AB,70
2010-11-11,B,336
2010-11-11,O,510
2010-11-12,A,293
2010-11-12,AB,77
2010-11-12,B,323
2010-11-12,O,497
2010-11-13,A,233
2010-11-13,AB,80
2010-11-13,B,308
2010-11-13,O,465
2010-11-14,A,264
2010-11-14,AB,79
2010-11-14,B,294
2010-11-14,O,475
2010-11-15,A,244
2010-11-15,AB,78
2010-11-15,B,353
2010-11-15,O,494
2010-11-16,A,268
2010-11-16,AB,76
2010-11-16,B,298
2010-11-16,O,465
2010-11-17,A,246
2010-11-17,AB,83
2010-11-17,B,311
2010-11-17,O,452
2010-11-18,A,239
2010-11-18,AB,84
2010-11-18,B,319
2010-11-18,O,463
2010-11-19,A,239
2010-11-19,AB,69
2010-11-19,B,269
2010-11-19,O,440
2010-11-20,A,216
2010-11-20,AB,45
2010-11-20,B,297
2010-11-20,O,391
2010-11-21,A,228
2010-11-21,AB,57
2010-11-21,B,283
2010-11-21,O,390
2010-11-22,A,264
2010-11-22,AB,70
2010-11-22,B,306
2010-11-22,O,449
2010-11-23,A,265
2010-11-23,AB,44
2010-11-23,B,287
2010-11-23,O,412
2010-11-24,A,280
2010-11-24,AB,55
2010-11-24,B,301
2010-11-24,O,386
2010-11-25,A,234
2010-11-25,AB,63
2010-11-25,B,328
2010-11-25,O,447
2010-11-26,A,269
2010-11-26,AB,51
2010-11-26,B,300
2010-11-26,O,415
2010-11-27,A,243
2010-11-27,AB,114
2010-11-27,B,264
2010-11-27,O,374
2010-11-28,A,242
2010-11-28,AB,107
2010-11-28,B,281
2010-11-28,O,408
2010-11-29,A,246
2010-11-29,AB,113
2010-11-29,B,321
2010-11-29,O,425
2010-11-30,A,236
2010-11-30,AB,110
2010-11-30,B,287
2010-11-30,O,442
2010-12-01,A,229
2010-12-01,AB,99
2010-12-01,B,317
2010-12-01,O,476
2010-12-02,A,239
2010-12-02,AB,104
2010-12-02,B,308
2010-12-02,O,428
2010-12-03,A,241
2010-12-03,AB,124
2010-12-03,B,281
2010-12-03,O,451
2010-12-04,A,207
2010-12-04,AB,121
2010-12-04,B,273
2010-12-04,O,414
2010-12-05,A,213
2010-12-05,AB,97
2010-12-05,B,270
2010-12-05,O,482
2010-12-06,A,246
2010-12-06,AB,115
2010-12-06,B,276
2010-12-06,O,438
2010-12-07,A,241
2010-12-07,AB,94
2010-12-07,B,277
2010-12-07,O,450
2010-12-08,A,243
2010-12-08,AB,64
2010-12-08,B,296
2010-12-08,O,478
2010-12-09,A,222
2010-12-09,AB,65
2010-12-09,B,299
2010-12-09,O,441
2010-12-10,A,235
2010-12-10,AB,69
2010-12-10,B,268
2010-12-10,O,386
2010-12-11,A,215
2010-12-11,AB,64
2010-12-11,B,260
2010-12-11,O,358
2010-12-12,A,237
2010-12-12,AB,52
2010-12-12,B,244
2010-12-12,O,392
2010-12-13,A,265
2010-12-13,AB,64
2010-12-13,B,295
2010-12-13,O,428
2010-12-14,A,259
2010-12-14,AB,61
2010-12-14,B,277
2010-12-14,O,438
2010-12-15,A,262
2010-12-15,AB,67
2010-12-15,B,248
2010-12-15,O,434
2010-12-16,A,253
2010-12-16,AB,69
2010-12-16,B,283
2010-12-16,O,450
2010-12-17,A,265
2010-12-17,AB,63
2010-12-17,B,274
2010-12-17,O,461
2010-12-18,A,255
2010-12-18,AB,59
2010-12-18,B,268
2010-12-18,O,409
2010-12-19,A,220
2010-12-19,AB,54
2010-12-19,B,278
2010-12-19,O,394
2010-12-20,A,249
2010-12-20,AB,65
2010-12-20,B,699
2010-12-20,O,451
2010-12-21,A,253
2010-12-21,AB,79
2010-12-21,B,498
2010-12-21,O,438
2010-12-22,A,263
2010-12-22,AB,56
2010-12-22,B,500
2010-12-22,O,448
2010-12-23,A,281
2010-12-23,AB,66
2010-12-23,B,484
2010-12-23,O,470
2010-12-24,A,228
2010-12-24,AB,68
2010-12-24,B,484
2010-12-24,O,466
2010-12-25,A,222
2010-12-25,AB,56
2010-12-25,B,482
2010-12-25,O,366
2010-12-26,A,235
2010-12-26,AB,61
2010-12-26,B,432
2010-12-26,O,410
2010-12-27,A,206
2010-12-27,AB,80
2010-12-27,B,490
2010-12-27,O,431
2010-12-28,A,252
2010-12-28,AB,80
2010-12-28,B,449
2010-12-28,O,432
2010-12-29,A,226
2010-12-29,AB,53
2010-12-29,B,470
2010-12-29,O,402
2010-12-30,A,243
2010-12-30,AB,59
2010-12-30,B,529
2010-12-30,O,497
2010-12-31,A,256
2010-12-31,AB,81
2010-12-31,B,484
2010-12-31,O,463
2011-01-01,A,192
2011-01-01,AB,55
2011-01-01,B,426
2011-01-01,O,417
2011-01-02,A,193
2011-01-02,AB,62
2011-01-02,B,451
2011-01-02,O,372
2011-01-03,A,205
2011-01-03,AB,70
2011-01-03,B,472
2011-01-03,O,396
2011-01-04,A,183
2011-01-04,AB,61
2011-01-04,B,430
2011-01-04,O,419
2011-01-05,A,204
2011-01-05,AB,72
2011-01-05,B,473
2011-01-05,O,410
2011-01-06,A,237
2011-01-06,AB,61
2011-01-06,B,264
2011-01-06,O,376
2011-01-07,A,203
2011-01-07,AB,72
2011-01-07,B,259
2011-01-07,O,431
2011-01-08,A,200
2011-01-08,AB,64
2011-01-08,B,235
2011-01-08,O,344
2011-01-09,A,222
2011-01-09,AB,55
2011-01-09,B,255
2011-01-09,O,336
2011-01-10,A,212
2011-01-10,AB,88
2011-01-10,B,266
2011-01-10,O,423
2011-01-11,A,218
2011-01-11,AB,69
2011-01-11,B,275
2011-01-11,O,421
2011-01-12,A,222
2011-01-12,AB,67
2011-01-12,B,246
2011-01-12,O,415
2011-01-13,A,244
2011-01-13,AB,64
2011-01-13,B,274
2011-01-13,O,412
2011-01-14,A,220
2011-01-14,AB,76
2011-01-14,B,258
2011-01-14,O,381
2011-01-15,A,216
2011-01-15,AB,50
2011-01-15,B,256
2011-01-15,O,350
2011-01-16,A,228
2011-01-16,AB,63
2011-01-16,B,248
2011-01-16,O,350
2011-01-17,A,240
2011-01-17,AB,63
2011-01-17,B,273
2011-01-17,O,399
2011-01-18,A,229
2011-01-18,AB,73
2011-01-18,B,275
2011-01-18,O,400
2011-01-19,A,241
2011-01-19,AB,57
2011-01-19,B,254
2011-01-19,O,387
2011-01-20,A,239
2011-01-20,AB,69
2011-01-20,B,302
2011-01-20,O,403
2011-01-21,A,255
2011-01-21,AB,64
2011-01-21,B,321
2011-01-21,O,433
2011-01-22,A,213
2011-01-22,AB,54
2011-01-22,B,277
2011-01-22,O,382
2011-01-23,A,259
2011-01-23,AB,52
2011-01-23,B,251
2011-01-23,O,398
2011-01-24,A,278
2011-01-24,AB,64
2011-01-24,B,290
2011-01-24,O,431
2011-01-25,A,256
2011-01-25,AB,63
2011-01-25,B,295
2011-01-25,O,467
2011-01-26,A,289
2011-01-26,AB,66
2011-01-26,B,295
2011-01-26,O,424
2011-01-27,A,293
2011-01-27,AB,66
2011-01-27,B,287
2011-01-27,O,471
2011-01-28,A,262
2011-01-28,AB,69
2011-01-28,B,305
2011-01-28,O,470
2011-01-29,A,233
2011-01-29,AB,64
2011-01-29,B,269
2011-01-29,O,412
2011-01-30,A,222
2011-01-30,AB,56
2011-01-30,B,261
2011-01-30,O,435
2011-01-31,A,556
2011-01-31,AB,73
2011-01-31,B,321
2011-01-31,O,410
2011-02-01,A,254
2011-02-01,AB,83
2011-02-01,B,317
2011-02-01,O,448
2011-02-02,A,294
2011-02-02,AB,65
2011-02-02,B,319
2011-02-02,O,415
2011-02-03,A,255
2011-02-03,AB,52
2011-02-03,B,315
2011-02-03,O,514
2011-02-04,A,254
2011-02-04,AB,59
2011-02-04,B,309
2011-02-04,O,411
2011-02-05,A,231
2011-02-05,AB,66
2011-02-05,B,295
2011-02-05,O,410
2011-02-06,A,215
2011-02-06,AB,50
2011-02-06,B,303
2011-02-06,O,389
2011-02-07,A,234
2011-02-07,AB,58
2011-02-07,B,310
2011-02-07,O,396
2011-02-08,A,238
2011-02-08,AB,70
2011-02-08,B,330
2011-02-08,O,399
2011-02-09,A,239
2011-02-09,AB,55
2011-02-09,B,326
2011-02-09,O,409
2011-02-10,A,278
2011-02-10,AB,61
2011-02-10,B,293
2011-02-10,O,411
2011-02-11,A,233
2011-02-11,AB,63
2011-02-11,B,314
2011-02-11,O,391
2011-02-12,A,212
2011-02-12,AB,53
2011-02-12,B,322
2011-02-12,O,375
2011-02-13,A,237
2011-02-13,AB,49
2011-02-13,B,278
2011-02-13,O,409
2011-02-14,A,233
2011-02-14,AB,59
2011-02-14,B,304
2011-02-14,O,380
2011-02-15,A,274
2011-02-15,AB,63
2011-02-15,B,286
2011-02-15,O,389
2011-02-16,A,245
2011-02-16,AB,52
2011-02-16,B,282
2011-02-16,O,396
2011-02-17,A,227
2011-02-17,AB,58
2011-02-17,B,296
2011-02-17,O,397
2011-02-18,A,247
2011-02-18,AB,59
2011-02-18,B,318
2011-02-18,O,396
2011-02-19,A,237
2011-02-19,AB,56
2011-02-19,B,259
2011-02-19,O,354
2011-02-20,A,232
2011-02-20,AB,54
2011-02-20,B,257
2011-02-20,O,366
2011-02-21,A,256
2011-02-21,AB,64
2011-02-21,B,270
2011-02-21,O,401
2011-02-22,A,240
2011-02-22,AB,68
2011-02-22,B,246
2011-02-22,O,358
2011-02-23,A,208
2011-02-23,AB,104
2011-02-23,B,305
2011-02-23,O,359
2011-02-24,A,248
2011-02-24,AB,67
2011-02-24,B,293
2011-02-24,O,378
2011-02-25,A,339
2011-02-25,AB,58
2011-02-25,B,258
2011-02-25,O,387
2011-02-26,A,308
2011-02-26,AB,59
2011-02-26,B,229
2011-02-26,O,339
2011-02-27,A,371
2011-02-27,AB,55
2011-02-27,B,201
2011-02-27,O,367
2011-02-28,A,358
2011-02-28,AB,67
2011-02-28,B,267
2011-02-28,O,378
2011-03-01,A,372
2011-03-01,AB,55
2011-03-01,B,308
2011-03-01,O,374
2011-03-02,A,361
2011-03-02,AB,65
2011-03-02,B,299
2011-03-02,O,349
2011-03-03,A,362
2011-03-03,AB,70
2011-03-03,B,255
2011-03-03,O,386
2011-03-04,A,352
2011-03-04,AB,66
2011-03-04,B,303
2011-03-04,O,341
2011-03-05,A,383
2011-03-05,AB,70
2011-03-05,B,278
2011-03-05,O,376
2011-03-06,A,352
2011-03-06,AB,62
2011-03-06,B,281
2011-03-06,O,362
2011-03-07,A,285
2011-03-07,AB,61
2011-03-07,B,328
2011-03-07,O,412
2011-03-08,A,281
2011-03-08,AB,80
2011-03-08,B,371
2011-03-08,O,447
2011-03-09,A,268
2011-03-09,AB,75
2011-03-09,B,329
2011-03-09,O,427
2011-03-10,A,309
2011-03-10,AB,75
2011-03-10,B,350
2011-03-10,O,434
2011-03-11,A,262
2011-03-11,AB,92
2011-03-11,B,360
2011-03-11,O,465
2011-03-12,A,279
2011-03-12,AB,56
2011-03-12,B,300
2011-03-12,O,442
2011-03-13,A,284
2011-03-13,AB,77
2011-03-13,B,291
2011-03-13,O,417
2011-03-14,A,280
2011-03-14,AB,76
2011-03-14,B,342
2011-03-14,O,449
2011-03-15,A,275
2011-03-15,AB,70
2011-03-15,B,338
2011-03-15,O,479
2011-03-16,A,294
2011-03-16,AB,76
2011-03-16,B,353
2011-03-16,O,470
2011-03-17,A,315
2011-03-17,AB,87
2011-03-17,B,358
2011-03-17,O,496
2011-03-18,A,274
2011-03-18,AB,68
2011-03-18,B,307
2011-03-18,O,488
2011-03-19,A,277
2011-03-19,AB,50
2011-03-19,B,308
2011-03-19,O,442
2011-03-20,A,275
2011-03-20,AB,75
2011-03-20,B,328
2011-03-20,O,429
2011-03-21,A,295
2011-03-21,AB,64
2011-03-21,B,331
2011-03-21,O,483
2011-03-22,A,280
2011-03-22,AB,75
2011-03-22,B,320
2011-03-22,O,456
2011-03-23,A,272
2011-03-23,AB,93
2011-03-23,B,297
2011-03-23,O,491
2011-03-24,A,245
2011-03-24,AB,104
2011-03-24,B,346
2011-03-24,O,515
2011-03-25,A,268
2011-03-25,AB,74
2011-03-25,B,907
2011-03-25,O,478
2011-03-26,A,254
2011-03-26,AB,59
2011-03-26,B,324
2011-03-26,O,441
2011-03-27,A,246
2011-03-27,AB,70
2011-03-27,B,310
2011-03-27,O,470
2011-03-28,A,262
2011-03-28,AB,76
2011-03-28,B,369
2011-03-28,O,490
2011-03-29,A,260
2011-03-29,AB,57
2011-03-29,B,339
2011-03-29,O,492
2011-03-30,A,295
2011-03-30,AB,66
2011-03-30,B,311
2011-03-30,O,487
2011-03-31,A,290
2011-03-31,AB,65
2011-03-31,B,298
2011-03-31,O,502
2011-04-01,A,279
2011-04-01,AB,73
2011-04-01,B,281
2011-04-01,O,485
2011-04-02,A,231
2011-04-02,AB,61
2011-04-02,B,286
2011-04-02,O,451
2011-04-03,A,240
2011-04-03,AB,78
2011-04-03,B,279
2011-04-03,O,453
2011-04-04,A,256
2011-04-04,AB,64
2011-04-04,B,300
2011-04-04,O,466
2011-04-05,A,288
2011-04-05,AB,72
2011-04-05,B,291
2011-04-05,O,536
2011-04-06,A,254
2011-04-06,AB,67
2011-04-06,B,261
2011-04-06,O,522
2011-04-07,A,222
2011-04-07,AB,74
2011-04-07,B,271
2011-04-07,O,460
2011-04-08,A,226
2011-04-08,AB,76
2011-04-08,B,269
2011-04-08,O,451
2011-04-09,A,209
2011-04-09,AB,67
2011-04-09,B,256
2011-04-09,O,432
2011-04-10,A,236
2011-04-10,AB,85
2011-04-10,B,268
2011-04-10,O,425
2011-04-11,A,233
2011-04-11,AB,70
2011-04-11,B,275
2011-04-11,O,446
2011-04-12,A,195
2011-04-12,AB,70
2011-04-12,B,283
2011-04-12,O,456
2011-04-13,A,264
2011-04-13,AB,80
2011-04-13,B,294
2011-04-13,O,439
2011-04-14,A,249
2011-04-14,AB,69
2011-04-14,B,283
2011-04-14,O,476
2011-04-15,A,256
2011-04-15,AB,71
2011-04-15,B,247
2011-04-15,O,406
2011-04-16,A,204
2011-04-16,AB,53
2011-04-16,B,257
2011-04-16,O,409
2011-04-17,A,205
2011-04-17,AB,70
2011-04-17,B,255
2011-04-17,O,399
2011-04-18,A,218
2011-04-18,AB,58
2011-04-18,B,255
2011-04-18,O,455
2011-04-19,A,223
2011-04-19,AB,58
2011-04-19,B,273
2011-04-19,O,443
2011-04-20,A,246
2011-04-20,AB,77
2011-04-20,B,273
2011-04-20,O,390
2011-04-21,A,207
2011-04-21,AB,87
2011-04-21,B,288
2011-04-21,O,442
2011-04-22,A,211
2011-04-22,AB,63
2011-04-22,B,268
2011-04-22,O,434
2011-04-23,A,201
2011-04-23,AB,52
2011-04-23,B,211
2011-04-23,O,414
2011-04-24,A,179
2011-04-24,AB,71
2011-04-24,B,231
2011-04-24,O,392
2011-04-25,A,260
2011-04-25,AB,81
2011-04-25,B,270
2011-04-25,O,430
2011-04-26,A,226
2011-04-26,AB,59
2011-04-26,B,231
2011-04-26,O,442
2011-04-27,A,200
2011-04-27,AB,87
2011-04-27,B,258
2011-04-27,O,410
2011-04-28,A,210
2011-04-28,AB,63
2011-04-28,B,285
2011-04-28,O,430
2011-04-29,A,224
2011-04-29,AB,68
2011-04-29,B,235
2011-04-29,O,423
2011-04-30,A,188
2011-04-30,AB,66
2011-04-30,B,216
2011-04-30,O,357
2011-05-01,A,190
2011-05-01,AB,76
2011-05-01,B,235
2011-05-01,O,368
2011-05-02,A,227
2011-05-02,AB,65
2011-05-02,B,261
2011-05-02,O,452
2011-05-03,A,202
2011-05-03,AB,59
2011-05-03,B,255
2011-05-03,O,397
2011-05-04,A,239
2011-05-04,AB,75
2011-05-04,B,268
2011-05-04,O,422
2011-05-05,A,226
2011-05-05,AB,78
2011-05-05,B,218
2011-05-05,O,417
2011-05-06,A,193
2011-05-06,AB,76
2011-05-06,B,226
2011-05-06,O,400
2011-05-07,A,182
2011-05-07,AB,69
2011-05-07,B,210
2011-05-07,O,379
2011-05-08,A,192
2011-05-08,AB,56
