date,blood_group,opening_inventory,units_received,units_issued,units_discarded,closing_inventory
2007-11-25,AB,311,85,57,4,335
2007-11-25,B,941,298,240,4,995
2007-11-25,O,1778,526,336,22,1946
2007-11-26,A,361,120,254,1,226
2007-11-26,AB,335,30,59,2,304
2007-11-26,B,995,124,247,6,866
2007-11-26,O,1946,218,364,12,1788
2007-11-27,A,226,126,246,0,106
2007-11-27,AB,304,34,70,1,267
2007-11-27,B,866,151,268,7,742
2007-11-27,O,1788,252,349,10,1681
2007-11-28,A,106,201,231,0,76
2007-11-28,AB,267,52,68,4,247
2007-11-28,B,742,220,255,6,701
2007-11-28,O,1681,368,334,9,1706
2007-11-29,A,76,230,232,0,74
2007-11-29,AB,247,59,59,1,246
2007-11-29,B,701,209,254,7,649
2007-11-29,O,1706,333,313,11,1715
2007-11-30,A,74,130,204,0,0
2007-11-30,AB,246,45,50,2,239
2007-11-30,B,649,138,271,3,513
2007-11-30,O,1715,203,348,12,1558
2007-12-01,A,0,236,220,0,16
2007-12-01,AB,239,81,45,2,273
2007-12-01,B,513,307,241,3,576
2007-12-01,O,1558,419,311,5,1661
2007-12-02,A,16,339,230,1,124
2007-12-02,AB,273,95,59,1,308
2007-12-02,B,576,328,234,4,666
2007-12-02,O,1661,604,320,12,1933
2007-12-03,A,124,148,245,0,27
2007-12-03,AB,308,40,64,2,282
2007-12-03,B,666,164,276,1,553
2007-12-03,O,1933,253,343,9,1834
2007-12-04,A,27,220,207,0,40
2007-12-04,AB,282,66,60,1,287
2007-12-04,B,553,282,284,4,547
2007-12-04,O,1834,366,340,12,1848
2007-12-05,A,40,246,257,0,29
2007-12-05,AB,287,46,62,1,270
2007-12-05,B,547,213,262,8,490
2007-12-05,O,1848,362,366,10,1834
2007-12-06,A,29,262,252,0,39
2007-12-06,AB,270,66,53,2,281
2007-12-06,B,490,338,233,4,591
2007-12-06,O,1834,451,368,11,1906
2007-12-07,A,39,191,230,0,0
2007-12-07,AB,281,39,60,3,257
2007-12-07,B,591,191,272,2,508
2007-12-07,O,1906,304,352,11,1847
2007-12-08,A,0,80,80,0,0
2007-12-08,AB,257,33,45,0,245
2007-12-08,B,508,100,244,4,360
2007-12-08,O,1847,139,351,17,1618
2007-12-09,A,0,288,210,0,78
2007-12-09,AB,245,62,64,1,242
2007-12-09,B,360,305,206,0,459
2007-12-09,O,1618,538,295,10,1851
2007-12-10,A,78,131,209,0,0
2007-12-10,AB,242,42,54,2,228
2007-12-10,B,459,147,273,2,331
2007-12-10,O,1851,251,346,9,1747
2007-12-11,A,0,126,126,0,0
2007-12-11,AB,228,32,61,1,198
2007-12-11,B,331,164,282,0,213
2007-12-11,O,1747,202,360,5,1584
2007-12-12,A,0,221,221,0,0
2007-12-12,AB,198,72,71,1,198
2007-12-12,B,213,238,250,0,201
2007-12-12,O,1584,366,339,18,1593
2007-12-13,A,0,353,259,0,94
2007-12-13,AB,198,103,148,0,153
2007-12-13,B,201,380,251,0,330
2007-12-13,O,1593,564,388,10,1759
2007-12-14,A,94,182,246,0,30
2007-12-14,AB,153,51,84,0,120
2007-12-14,B,330,212,262,1,279
2007-12-14,O,1759,341,360,3,1737
2007-12-15,A,30,191,214,0,7
2007-12-15,AB,120,57,81,1,95
2007-12-15,B,279,211,252,4,234
2007-12-15,O,1737,307,324,8,1712
2007-12-16,A,7,348,220,1,134
2007-12-16,AB,95,74,81,1,87
2007-12-16,B,234,367,265,0,336
2007-12-16,O,1712,545,334,10,1913
2007-12-17,A,134,175,275,0,34
2007-12-17,AB,87,32,64,1,54
2007-12-17,B,336,169,281,0,224
2007-12-17,O,1913,242,348,7,1800
2007-12-18,A,34,142,176,0,0
2007-12-18,AB,54,39,72,0,21
2007-12-18,B,224,151,282,0,93
2007-12-18,O,1800,223,364,8,1651
2007-12-19,A,0,76,76,0,0
2007-12-19,AB,21,19,40,0,0
2007-12-19,B,93,87,180,0,0
2007-12-19,O,1651,133,301,12,1471
2007-12-20,A,0,1,1,0,0
2007-12-20,AB,0,0,0,0,0
2007-12-20,B,0,1,1,0,0
2007-12-20,O,1471,1,318,5,1149
2007-12-21,A,0,72,72,0,0
2007-12-21,AB,0,16,16,0,0
2007-12-21,B,0,78,78,0,0
2007-12-21,O,1149,159,318,4,986
2007-12-22,A,0,126,126,0,0
2007-12-22,AB,0,30,30,0,0
2007-12-22,B,0,131,131,0,0
2007-12-22,O,986,169,297,5,853
2007-12-23,A,0,318,212,0,106
2007-12-23,AB,0,77,57,0,20
2007-12-23,B,0,288,186,3,99
2007-12-23,O,853,563,301,4,1111
2007-12-24,A,106,80,186,0,0
2007-12-24,AB,20,16,36,0,0
2007-12-24,B,99,82,181,0,0
2007-12-24,O,1111,139,325,10,915
2007-12-25,A,0,64,64,0,0
2007-12-25,AB,0,15,15,0,0
2007-12-25,B,0,64,64,0,0
2007-12-25,O,915,111,285,8,733
2007-12-26,A,0,100,100,0,0
2007-12-26,AB,0,33,33,0,0
2007-12-26,B,0,99,99,0,0
2007-12-26,O,733,153,288,1,597
2007-12-27,A,0,236,211,0,25
2007-12-27,AB,0,54,54,0,0
2007-12-27,B,0,240,235,0,5
2007-12-27,O,597,349,257,9,680
2007-12-28,A,25,157,182,0,0
2007-12-28,AB,0,42,42,0,0
2007-12-28,B,5,227,171,2,59
2007-12-28,O,680,313,295,3,695
2007-12-29,A,0,146,146,0,0
2007-12-29,AB,0,48,48,0,0
2007-12-29,B,59,170,201,0,28
2007-12-29,O,695,256,242,6,703
2007-12-30,A,0,279,173,1,105
2007-12-30,AB,0,65,42,0,23
2007-12-30,B,28,216,203,1,40
2007-12-30,O,703,366,275,7,787
2007-12-31,A,105,101,193,0,13
2007-12-31,AB,23,24,47,0,0
2007-12-31,B,40,107,147,0,0
2007-12-31,O,787,144,284,6,641
2008-01-01,A,13,89,102,0,0
2008-01-01,AB,0,14,14,0,0
2008-01-01,B,0,76,76,0,0
2008-01-01,O,641,120,284,5,472
2008-01-02,A,0,116,116,0,0
2008-01-02,AB,0,40,40,0,0
2008-01-02,B,0,128,128,0,0
2008-01-02,O,472,195,225,3,439
2008-01-03,A,0,194,193,0,1
2008-01-03,AB,0,51,51,0,0
2008-01-03,B,0,226,184,0,42
2008-01-03,O,439,268,269,3,435
2008-01-04,A,1,107,108,0,0
2008-01-04,AB,0,32,32,0,0
2008-01-04,B,42,114,156,0,0
2008-01-04,O,435,220,237,2,416
2008-01-05,A,0,147,147,0,0
2008-01-05,AB,0,36,36,0,0
2008-01-05,B,0,153,153,0,0
2008-01-05,O,416,242,221,6,431
2008-01-06,A,0,179,176,0,3
2008-01-06,AB,0,44,39,0,5
2008-01-06,B,0,199,174,0,25
2008-01-06,O,431,315,195,8,543
2008-01-07,A,3,155,158,0,0
2008-01-07,AB,5,47,44,0,8
2008-01-07,B,25,200,191,0,34
2008-01-07,O,543,321,231,3,630
2008-01-08,A,0,195,186,0,9
2008-01-08,AB,8,63,44,0,27
2008-01-08,B,34,234,165,0,103
2008-01-08,O,630,361,247,8,736
2008-01-09,A,9,204,194,0,19
2008-01-09,AB,27,72,59,1,39
2008-01-09,B,103,225,162,1,165
2008-01-09,O,736,344,234,8,838
2008-01-10,A,19,119,138,0,0
2008-01-10,AB,39,32,42,0,29
2008-01-10,B,165,141,207,2,97
2008-01-10,O,838,184,228,7,787
2008-01-11,A,0,132,132,0,0
2008-01-11,AB,29,39,46,0,22
2008-01-11,B,97,167,169,1,94
2008-01-11,O,787,244,227,2,802
2008-01-12,A,0,255,144,1,110
2008-01-12,AB,22,69,42,0,49
2008-01-12,B,94,303,148,5,244
2008-01-12,O,802,423,207,9,1009
2008-01-13,A,110,338,176,1,271
2008-01-13,AB,49,79,33,1,94
2008-01-13,B,244,356,142,1,457
2008-01-13,O,1009,532,208,9,1324
2008-01-14,A,271,225,153,1,342
2008-01-14,AB,94,65,52,1,106
2008-01-14,B,457,258,173,4,538
2008-01-14,O,1324,397,224,10,1487
2008-01-15,A,342,363,183,4,518
2008-01-15,AB,106,82,44,0,144
2008-01-15,B,538,366,160,4,740
2008-01-15,O,1487,573,294,11,1755
2008-01-16,A,518,416,166,4,764
2008-01-16,AB,144,107,48,2,201
2008-01-16,B,740,494,182,3,1049
2008-01-16,O,1755,691,267,14,2165
2008-01-17,A,764,378,201,7,934
2008-01-17,AB,201,117,45,1,272
2008-01-17,B,1049,443,207,15,1270
2008-01-17,O,2165,633,267,16,2515
2008-01-18,A,934,209,213,4,926
2008-01-18,AB,272,56,63,1,264
2008-01-18,B,1270,219,197,8,1284
2008-01-18,O,2515,350,264,18,2583
2008-01-19,A,926,203,190,3,936
2008-01-19,AB,264,53,57,1,259
2008-01-19,B,1284,230,169,10,1335
2008-01-19,O,2583,330,652,11,2250
2008-01-20,A,936,381,173,8,1136
2008-01-20,AB,259,76,49,0,286
2008-01-20,B,1335,390,187,8,1530
2008-01-20,O,2250,605,287,10,2558
2008-01-21,A,1136,215,210,17,1124
2008-01-21,AB,286,64,90,1,259
2008-01-21,B,1530,274,208,9,1587
2008-01-21,O,2558,391,311,8,2630
2008-01-22,A,1124,243,210,7,1150
2008-01-22,AB,259,81,63,3,274
2008-01-22,B,1587,314,225,8,1668
2008-01-22,O,2630,401,317,7,2707
2008-01-23,A,1150,438,213,8,1367
2008-01-23,AB,274,137,58,1,352
2008-01-23,B,1668,587,219,15,2021
2008-01-23,O,2707,805,314,22,3176
2008-01-24,A,1367,366,258,6,1469
2008-01-24,AB,352,104,69,3,384
2008-01-24,B,2021,393,244,12,2158
2008-01-24,O,3176,649,337,30,3458
2008-01-25,A,1469,204,229,5,1439
2008-01-25,AB,384,56,72,0,368
2008-01-25,B,2158,238,261,20,2115
2008-01-25,O,3458,337,351,17,3427
2008-01-26,A,1439,248,232,6,1449
2008-01-26,AB,368,71,60,1,378
2008-01-26,B,2115,267,246,13,2123
2008-01-26,O,3427,432,323,21,3515
2008-01-27,A,1449,239,213,11,1464
2008-01-27,AB,378,58,48,1,387
2008-01-27,B,2123,286,224,15,2170
2008-01-27,O,3515,388,307,24,3572
2008-01-28,A,1464,247,238,10,1463
2008-01-28,AB,387,61,69,4,375
2008-01-28,B,2170,287,240,13,2204
2008-01-28,O,3572,453,373,21,3631
2008-01-29,A,1463,361,247,4,1573
2008-01-29,AB,375,122,71,4,422
2008-01-29,B,2204,426,277,21,2332
2008-01-29,O,3631,609,338,29,3873
2008-01-30,A,1573,363,253,12,1671
2008-01-30,AB,422,81,69,4,430
2008-01-30,B,2332,445,310,19,2448
2008-01-30,O,3873,620,397,42,4054
2008-01-31,A,1671,385,262,9,1785
2008-01-31,AB,430,88,56,3,459
2008-01-31,B,2448,465,292,13,2608
2008-01-31,O,4054,588,392,34,4216
2008-02-01,A,1785,205,275,8,1707
2008-02-01,AB,459,49,76,2,430
2008-02-01,B,2608,232,278,25,2537
2008-02-01,O,4216,309,392,35,4098
2008-02-02,A,1707,190,270,18,1609
2008-02-02,AB,430,45,120,1,354
2008-02-02,B,2537,176,264,12,2437
2008-02-02,O,4098,251,359,47,3943
2008-02-03,A,1609,98,217,13,1477
2008-02-03,AB,354,25,79,1,299
2008-02-03,B,2437,141,294,12,2272
2008-02-03,O,3943,192,355,28,3752
2008-02-04,A,1477,188,275,5,1385
2008-02-04,AB,299,46,67,2,276
2008-02-04,B,2272,187,342,18,2099
2008-02-04,O,3752,309,390,26,3645
2008-02-05,A,1385,239,257,11,1356
2008-02-05,AB,276,63,82,2,255
2008-02-05,B,2099,319,326,13,2079
2008-02-05,O,3645,370,399,21,3595
2008-02-06,A,1356,217,273,8,1292
2008-02-06,AB,255,53,77,1,230
2008-02-06,B,2079,288,260,14,2093
2008-02-06,O,3595,336,399,26,3506
2008-02-07,A,1292,53,269,3,1073
2008-02-07,AB,230,23,81,2,170
2008-02-07,B,2093,68,274,8,1879
2008-02-07,O,3506,123,389,17,3223
2008-02-08,A,1073,52,241,6,878
2008-02-08,AB,170,14,85,0,99
2008-02-08,B,1879,85,303,12,1649
2008-02-08,O,3223,100,353,14,2956
2008-02-09,A,878,255,241,7,885
2008-02-09,AB,99,82,51,0,130
2008-02-09,B,1649,296,253,8,1684
2008-02-09,O,2956,399,335,24,2996
2008-02-10,A,885,112,244,4,749
2008-02-10,AB,130,31,65,2,94
2008-02-10,B,1684,146,281,6,1543
2008-02-10,O,2996,169,386,14,2765
2008-02-11,A,749,171,244,4,672
2008-02-11,AB,94,50,72,0,72
2008-02-11,B,1543,169,282,4,1426
2008-02-11,O,2765,293,398,15,2645
2008-02-12,A,672,226,256,4,638
2008-02-12,AB,72,64,79,0,57
2008-02-12,B,1426,231,314,5,1338
2008-02-12,O,2645,361,370,19,2617
2008-02-13,A,638,386,243,0,781
2008-02-13,AB,57,102,68,1,90
2008-02-13,B,1338,511,314,14,1521
2008-02-13,O,2617,670,395,8,2884
2008-02-14,A,781,345,250,4,872
2008-02-14,AB,90,81,61,0,110
2008-02-14,B,1521,353,308,8,1558
2008-02-14,O,2884,518,364,28,3010
2008-02-15,A,872,167,231,2,806
2008-02-15,AB,110,38,55,0,93
2008-02-15,B,1558,170,259,8,1461
2008-02-15,O,3010,309,358,21,2940
2008-02-16,A,806,193,223,12,764
2008-02-16,AB,93,52,51,1,93
2008-02-16,B,1461,237,226,7,1465
2008-02-16,O,2940,358,295,13,2990
2008-02-17,A,764,209,227,2,744
2008-02-17,AB,93,78,64,2,105
2008-02-17,B,1465,257,266,7,1449
2008-02-17,O,2990,429,354,16,3049
2008-02-18,A,744,165,229,1,679
2008-02-18,AB,105,48,65,0,88
2008-02-18,B,1449,189,277,6,1355
2008-02-18,O,3049,299,389,13,2946
2008-02-19,A,679,329,228,4,776
2008-02-19,AB,88,91,60,0,119
2008-02-19,B,1355,390,290,11,1444
2008-02-19,O,2946,597,355,20,3168
2008-02-20,A,776,328,242,2,860
2008-02-20,AB,119,86,77,1,127
2008-02-20,B,1444,377,301,6,1514
2008-02-20,O,3168,460,383,22,3223
2008-02-21,A,860,404,249,7,1008
2008-02-21,AB,127,102,55,0,174
2008-02-21,B,1514,464,285,9,1684
2008-02-21,O,3223,671,352,33,3509
2008-02-22,A,1008,246,471,8,775
2008-02-22,AB,174,67,66,4,171
2008-02-22,B,1684,280,298,12,1654
2008-02-22,O,3509,382,345,32,3514
2008-02-23,A,775,533,236,2,1070
2008-02-23,AB,171,157,48,2,278
2008-02-23,B,1654,607,244,12,2005
2008-02-23,O,3514,873,345,40,4002
2008-02-24,A,1070,243,237,9,1067
2008-02-24,AB,278,66,55,1,288
2008-02-24,B,2005,247,233,14,2005
2008-02-24,O,4002,397,330,40,4029
2008-02-25,A,1067,105,217,5,950
2008-02-25,AB,288,27,60,0,255
2008-02-25,B,2005,122,274,10,1843
2008-02-25,O,4029,202,335,31,3865
2008-02-26,A,950,269,245,5,969
2008-02-26,AB,255,78,61,2,270
2008-02-26,B,1843,348,266,14,1911
2008-02-26,O,3865,477,361,28,3953
2008-02-27,A,969,280,247,7,995
2008-02-27,AB,270,80,58,1,291
2008-02-27,B,1911,325,282,13,1941
2008-02-27,O,3953,447,353,37,4010
2008-02-28,A,995,304,237,9,1053
2008-02-28,AB,291,73,70,3,291
2008-02-28,B,1941,369,259,14,2037
2008-02-28,O,4010,461,352,38,4081
2008-02-29,A,1053,159,225,4,983
2008-02-29,AB,291,46,60,1,276
2008-02-29,B,2037,195,260,14,1958
2008-02-29,O,4081,321,312,44,4046
2008-03-01,A,983,205,219,6,963
2008-03-01,AB,276,59,57,1,277
2008-03-01,B,1958,221,225,10,1944
2008-03-01,O,4046,294,259,34,4047
2008-03-02,A,963,294,223,5,1029
2008-03-02,AB,277,93,61,3,306
2008-03-02,B,1944,322,263,14,1989
2008-03-02,O,4047,480,281,36,4210
2008-03-03,A,1029,205,237,6,991
2008-03-03,AB,306,53,60,0,299
2008-03-03,B,1989,214,255,13,1935
2008-03-03,O,4210,298,343,28,4137
2008-03-04,A,991,224,259,3,953
2008-03-04,AB,299,72,55,3,313
2008-03-04,B,1935,300,271,13,1951
2008-03-04,O,4137,379,374,43,4099
2008-03-05,A,953,202,219,3,933
2008-03-05,AB,313,68,60,1,320
2008-03-05,B,1951,198,288,13,1848
2008-03-05,O,4099,352,346,44,4061
2008-03-06,A,933,169,219,9,874
2008-03-06,AB,320,47,68,3,296
2008-03-06,B,1848,171,248,7,1764
2008-03-06,O,4061,287,327,31,3990
2008-03-07,A,874,140,238,5,771
2008-03-07,AB,296,43,55,0,284
2008-03-07,B,1764,180,272,10,1662
2008-03-07,O,3990,242,336,37,3859
2008-03-08,A,771,7,204,0,574
2008-03-08,AB,284,5,58,3,228
2008-03-08,B,1662,13,204,9,1462
2008-03-08,O,3859,17,319,22,3535
2008-03-09,A,574,165,202,3,534
2008-03-09,AB,228,45,51,1,221
2008-03-09,B,1462,165,243,9,1375
2008-03-09,O,3535,270,337,16,3452
2008-03-10,A,534,115,213,4,432
2008-03-10,AB,221,38,52,0,207
2008-03-10,B,1375,145,260,7,1253
2008-03-10,O,3452,227,347,23,3309
2008-03-11,A,432,165,231,1,365
2008-03-11,AB,207,45,51,0,201
2008-03-11,B,1253,198,270,6,1175
2008-03-11,O,3309,242,355,15,3181
2008-03-12,A,365,284,243,2,404
2008-03-12,AB,201,67,46,1,221
2008-03-12,B,1175,313,255,13,1220
2008-03-12,O,3181,482,360,29,3274
2008-03-13,A,404,319,233,3,487
2008-03-13,AB,221,85,54,1,251
2008-03-13,B,1220,342,270,4,1288
2008-03-13,O,3274,527,363,22,3416
2008-03-14,A,487,133,241,5,374
2008-03-14,AB,251,33,63,0,221
2008-03-14,B,1288,118,239,8,1159
2008-03-14,O,3416,180,304,19,3273
2008-03-15,A,374,268,240,3,399
2008-03-15,AB,221,75,56,1,239
2008-03-15,B,1159,289,262,7,1179
2008-03-15,O,3273,416,284,21,3384
2008-03-16,A,399,420,209,7,603
2008-03-16,AB,239,119,55,1,302
2008-03-16,B,1179,462,242,7,1392
2008-03-16,O,3384,760,298,31,3815
2008-03-17,A,603,286,204,3,682
2008-03-17,AB,302,73,59,6,310
2008-03-17,B,1392,328,262,10,1448
2008-03-17,O,3815,464,339,34,3906
2008-03-18,A,682,326,240,3,765
2008-03-18,AB,310,80,58,2,330
2008-03-18,B,1448,339,301,11,1475
2008-03-18,O,3906,501,358,41,4008
2008-03-19,A,765,240,285,3,717
2008-03-19,AB,330,52,58,0,324
2008-03-19,B,1475,253,329,10,1389
2008-03-19,O,4008,391,825,23,3551
2008-03-20,A,717,57,220,3,551
2008-03-20,AB,324,10,62,3,269
2008-03-20,B,1389,61,249,11,1190
2008-03-20,O,3551,67,346,18,3254
2008-03-21,A,551,178,234,1,494
2008-03-21,AB,269,47,50,0,266
2008-03-21,B,1190,197,246,7,1134
2008-03-21,O,3254,252,306,19,3181
2008-03-22,A,494,144,222,3,413
2008-03-22,AB,266,38,50,1,253
2008-03-22,B,1134,164,207,6,1085
2008-03-22,O,3181,248,272,17,3140
2008-03-23,A,413,420,204,2,627
2008-03-23,AB,253,116,55,1,313
2008-03-23,B,1085,409,234,4,1256
2008-03-23,O,3140,709,315,24,3510
2008-03-24,A,627,215,361,2,479
2008-03-24,AB,313,68,62,1,318
2008-03-24,B,1256,237,265,3,1225
2008-03-24,O,3510,348,268,22,3568
2008-03-25,A,479,380,199,0,660
2008-03-25,AB,318,89,128,2,277
2008-03-25,B,1225,443,233,10,1425
2008-03-25,O,3568,657,292,33,3900
2008-03-26,A,660,344,224,5,775
2008-03-26,AB,277,95,74,0,298
2008-03-26,B,1425,379,273,12,1519
2008-03-26,O,3900,587,321,39,4127
2008-03-27,A,775,395,216,5,949
2008-03-27,AB,298,98,59,1,336
2008-03-27,B,1519,405,250,5,1669
2008-03-27,O,4127,604,306,51,4374
2008-03-28,A,949,242,215,4,972
2008-03-28,AB,336,66,63,2,337
2008-03-28,B,1669,285,270,12,1672
2008-03-28,O,4374,430,303,46,4455
2008-03-29,A,972,224,193,9,994
2008-03-29,AB,337,57,49,3,342
2008-03-29,B,1672,258,256,10,1664
2008-03-29,O,4455,352,270,46,4491
2008-03-30,A,994,248,203,11,1028
2008-03-30,AB,342,59,44,2,355
2008-03-30,B,1664,300,217,10,1737
2008-03-30,O,4491,445,253,55,4628
2008-03-31,A,1028,127,225,5,925
2008-03-31,AB,355,31,51,2,333
2008-03-31,B,1737,155,253,8,1631
2008-03-31,O,4628,215,294,45,4504
2008-04-01,A,925,245,207,3,960
2008-04-01,AB,333,56,51,2,336
2008-04-01,B,1631,278,248,14,1647
2008-04-01,O,4504,357,319,49,4493
2008-04-02,A,960,477,219,7,1211
2008-04-02,AB,336,128,73,6,385
2008-04-02,B,1647,532,231,23,1925
2008-04-02,O,4493,800,303,64,4926
2008-04-03,A,1211,327,237,10,1291
2008-04-03,AB,385,79,48,5,411
2008-04-03,B,1925,342,272,8,1987
2008-04-03,O,4926,487,309,67,5037
2008-04-04,A,1291,132,218,5,1200
2008-04-04,AB,411,45,60,3,393
2008-04-04,B,1987,185,248,4,1920
2008-04-04,O,5037,264,338,65,4898
2008-04-05,A,1200,133,174,8,1151
2008-04-05,AB,393,32,62,0,363
2008-04-05,B,1920,150,235,7,1828
2008-04-05,O,4898,198,288,49,4759
2008-04-06,A,1151,312,209,4,1250
2008-04-06,AB,363,89,51,1,400
2008-04-06,B,1828,380,252,8,1948
2008-04-06,O,4759,525,303,56,4925
2008-04-07,A,1250,184,217,6,1211
2008-04-07,AB,400,51,54,2,395
2008-04-07,B,1948,232,271,15,1894
2008-04-07,O,4925,355,342,57,4881
2008-04-08,A,1211,264,241,9,1225
2008-04-08,AB,395,69,63,2,399
2008-04-08,B,1894,302,274,14,1908
2008-04-08,O,4881,469,367,57,4926
2008-04-09,A,1225,197,217,7,1198
2008-04-09,AB,399,49,66,2,380
2008-04-09,B,1908,209,268,6,1843
2008-04-09,O,4926,286,380,48,4784
2008-04-10,A,1198,174,243,8,1121
2008-04-10,AB,380,41,45,5,371
2008-04-10,B,1843,213,269,10,1777
2008-04-10,O,4784,316,386,43,4671
2008-04-11,A,1121,128,281,6,962
2008-04-11,AB,371,48,72,2,345
2008-04-11,B,1777,165,277,11,1654
2008-04-11,O,4671,253,322,38,4564
2008-04-12,A,962,140,207,5,890
2008-04-12,AB,345,41,48,2,336
2008-04-12,B,1654,167,239,11,1571
2008-04-12,O,4564,218,308,47,4427
2008-04-13,A,890,480,227,7,1136
2008-04-13,AB,336,118,55,2,397
2008-04-13,B,1571,459,281,15,1734
2008-04-13,O,4427,677,335,52,4717
2008-04-14,A,1136,221,244,5,1108
2008-04-14,AB,397,74,58,5,408
2008-04-14,B,1734,236,278,6,1686
2008-04-14,O,4717,323,813,36,4191
2008-04-15,A,1108,173,244,4,1033
2008-04-15,AB,408,43,57,1,393
2008-04-15,B,1686,212,271,9,1618
2008-04-15,O,4191,298,343,36,4110
2008-04-16,A,1033,452,253,5,1227
2008-04-16,AB,393,122,66,3,446
2008-04-16,B,1618,499,304,14,1799
2008-04-16,O,4110,741,363,43,4445
2008-04-17,A,1227,297,235,10,1279
2008-04-17,AB,446,80,43,5,478
2008-04-17,B,1799,327,285,15,1826
2008-04-17,O,4445,473,331,47,4540
2008-04-18,A,1279,184,222,10,1231
2008-04-18,AB,478,43,71,2,448
2008-04-18,B,1826,211,248,15,1774
2008-04-18,O,4540,353,354,57,4482
2008-04-19,A,1231,179,202,13,1195
2008-04-19,AB,448,48,45,0,451
2008-04-19,B,1774,204,244,10,1724
2008-04-19,O,4482,365,350,43,4454
2008-04-20,A,1195,407,235,10,1357
2008-04-20,AB,451,97,43,4,501
2008-04-20,B,1724,411,241,4,1890
2008-04-20,O,4454,655,317,63,4729
2008-04-21,A,1357,212,297,8,1264
2008-04-21,AB,501,63,64,6,494
2008-04-21,B,1890,269,294,11,1854
2008-04-21,O,4729,352,384,53,4644
2008-04-22,A,1264,241,262,9,1234
2008-04-22,AB,494,62,61,5,490
2008-04-22,B,1854,267,273,9,1839
2008-04-22,O,4644,410,315,50,4689
2008-04-23,A,1234,221,270,7,1178
2008-04-23,AB,490,57,74,5,468
2008-04-23,B,1839,237,276,9,1791
2008-04-23,O,4689,341,362,58,4610
2008-04-24,A,1178,145,251,7,1065
2008-04-24,AB,468,38,56,3,447
2008-04-24,B,1791,166,277,8,1672
2008-04-24,O,4610,248,338,54,4466
2008-04-25,A,1065,218,239,6,1038
2008-04-25,AB,447,52,62,2,435
2008-04-25,B,1672,206,256,9,1613
2008-04-25,O,4466,333,352,60,4387
2008-04-26,A,1038,176,438,3,773
2008-04-26,AB,435,60,53,1,441
2008-04-26,B,1613,190,236,12,1555
2008-04-26,O,4387,264,295,50,4306
2008-04-27,A,773,348,229,6,886
2008-04-27,AB,441,93,59,2,473
2008-04-27,B,1555,365,229,11,1680
2008-04-27,O,4306,566,300,50,4522
2008-04-28,A,886,153,243,7,789
2008-04-28,AB,473,40,51,0,462
2008-04-28,B,1680,181,263,7,1591
2008-04-28,O,4522,228,331,36,4383
2008-04-29,A,789,187,235,5,736
2008-04-29,AB,462,44,69,1,436
2008-04-29,B,1591,209,226,9,1565
2008-04-29,O,4383,313,356,42,4298
2008-04-30,A,736,217,239,7,707
2008-04-30,AB,436,51,62,3,422
2008-04-30,B,1565,252,261,10,1546
2008-04-30,O,4298,362,354,39,4267
2008-05-01,A,707,552,241,8,1010
2008-05-01,AB,422,139,57,1,503
2008-05-01,B,1546,465,266,15,1730
2008-05-01,O,4267,858,314,50,4761
2008-05-02,A,1010,55,223,7,835
2008-05-02,AB,503,9,52,5,455
2008-05-02,B,1730,73,252,10,1541
2008-05-02,O,4761,111,348,42,4482
2008-05-03,A,835,85,215,4,701
2008-05-03,AB,455,24,56,2,421
2008-05-03,B,1541,148,211,7,1471
2008-05-03,O,4482,190,293,46,4333
2008-05-04,A,701,437,231,3,904
2008-05-04,AB,421,107,46,3,479
2008-05-04,B,1471,445,218,11,1687
2008-05-04,O,4333,684,285,41,4691
2008-05-05,A,904,167,289,11,771
2008-05-05,AB,479,43,42,0,480
2008-05-05,B,1687,161,245,11,1592
2008-05-05,O,4691,247,349,49,4540
2008-05-06,A,771,195,237,6,723
2008-05-06,AB,480,48,43,3,482
2008-05-06,B,1592,238,257,7,1566
2008-05-06,O,4540,312,342,45,4465
2008-05-07,A,723,239,227,2,733
2008-05-07,AB,482,55,46,2,489
2008-05-07,B,1566,232,243,8,1547
2008-05-07,O,4465,394,347,48,4464
2008-05-08,A,733,287,258,5,757
2008-05-08,AB,489,86,43,5,527
2008-05-08,B,1547,345,245,10,1637
2008-05-08,O,4464,554,368,47,4603
2008-05-09,A,757,281,238,4,796
2008-05-09,AB,527,75,55,3,544
2008-05-09,B,1637,339,249,16,1711
2008-05-09,O,4603,469,358,56,4658
2008-05-10,A,796,168,212,3,749
2008-05-10,AB,544,38,62,7,513
2008-05-10,B,1711,223,220,7,1707
2008-05-10,O,4658,311,321,58,4590
2008-05-11,A,749,240,215,2,772
2008-05-11,AB,513,56,52,6,511
2008-05-11,B,1707,228,218,6,1711
2008-05-11,O,4590,358,321,37,4590
2008-05-12,A,772,150,248,8,666
2008-05-12,AB,511,62,64,2,507
2008-05-12,B,1711,184,242,9,1644
2008-05-12,O,4590,257,345,57,4445
2008-05-13,A,666,221,255,3,629
2008-05-13,AB,507,63,41,1,528
2008-05-13,B,1644,281,198,11,1716
2008-05-13,O,4445,397,336,28,4478
2008-05-14,A,629,257,242,3,641
2008-05-14,AB,528,76,46,5,553
2008-05-14,B,1716,312,219,13,1796
2008-05-14,O,4478,404,374,47,4461
2008-05-15,A,641,292,275,3,655
2008-05-15,AB,553,75,61,5,562
2008-05-15,B,1796,331,226,14,1887
2008-05-15,O,4461,513,354,48,4572
2008-05-16,A,655,206,228,2,631
